,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
48,No info,1958,-1,1440,220,54,,,-1,46.528813,6.648832,1,1,1,2,1,0,0,1,0,0,"<p>Implanté dans un quartier situé entre le CHUV et Chailly, à deux pas de l'arrêt de bus n° 6 (Victor-Ruffy) et à quelques minutes à pied du centre commercial Migros-Chailly, cet appartement spacieux saura vous séduire. <br><br>Il est disposé de la manière suivante :<br><br>- 1 hall d'entrée,<br>- 1 cuisine entièrement agencée et semi-ouverte,<br>- 1 séjour avec coin à manger,<br>- 1 grande chambre avec réduit,<br>- 1 salle de bains/lavabo/WC,<br>- plusieurs armoires murales.<br><br>Disponible dès le 1er mars 2020<br><br>Bail à durée déterminée jusqu'au 31.01.2025<br><br>En cas d'intérêt et seulement après la visite, vous pouvez nous transmettre un dossier complet, soit<br><br>- formulaire d'inscription dûment rempli (http://www.realestate.apleona.ch/fileadmin/re-swiss/Mietangebote-Anmeldeformulare/Anmeldeformulare_interaktiv/Anmeldeformular_Wohnen_F.pdf)<br>- attestation de l'Office des Poursuites récente (max. 3 mois)<br>- 3 dernières fiches de salaire<br>- copie de pièce d'identité</p>"
49,maintenant										</span>,-1,4,3380,300,131,Chemin de la Bateliere 4,1007,Lausanne,46.515293,6.612617,3,1,1,1,1,1,0,0,0,0,"<p>Vue sur le lac<br>A louer dans un environnemet verdoyant et tranquille, proche de toutes commodités. <br>Logement comprenant : hall, séjour, cheminée, cuisine agencée/lave-vaisselle, 3 chambres à coucher, 2 salles d'eau, WC séparé, balcon.</p>"
50,mars 2020										</span>,-1,5,930,70,22,Avenue de France 9,1004,Lausanne,46.524195,6.624021,1,0,1,2,0,0,1,0,0,0,"<p>1 chambre, cuisine avec réchaud 2 plaques, réfrigérateur, hotte, four micro-ondes, salle de bains/wc, cave. 1 an de location : Fr. 1'130.- + 70.- charges (+3 mois de garantie bancaire = Fr. 3'390.-), dès 6 mois : Fr. 1'300.-- + Fr. 70.-- charges (+ 3 mois de garantie bancaire = Fr. 3'900.--), 3 à 5 mois : Fr. 1'400.-- + Fr. 70.-- charges - (+ 3 mois de garantie bancaire = Fr. 4'200.--), 1 à 2 mois : Fr. 1'500.-- + Fr. 70.-- charges - (+ 2 mois de garantie bancaire =Fr. 3'000.--).Info : Stutz Immobilier. Date d'entrée à convenir</p>"
51,avril 2020										</span>,-1,2,2750,200,100,Avenue du Léman 6,1005,Lausanne,46.51734,6.643479,0,0,0,0,0,0,0,0,0,0,<p></p>
52,maintenant										</span>,1961,2,2260,330,120,Avenue de Valmont 16,1010,Lausanne,46.53734,6.6568018,4,1,1,3,1,3,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant, idéal pour étudiant.<br> Cet endroit vous offre diverses commodités, notamment les transports publics (lignes de bus n°6-41-65-75), un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs. <br> <br> <br>Ce spacieux logement comprend : hall d'entrée, 4 chambres, séjour, cuisine agencée avec lave-vaisselle, salle de bains/WC, WC-séparés et 3 balcons.<br> <br> Pour les visites, contacter la concierge Mme LAGO du lundi au vendredi de 8h00 à 18h00 (appt no 54)<br></p>"
53,maintenant										</span>,-1,3,780,60,18,Chemin du Devin 4,1012,Lausanne,46.5268576,6.6525678,0,0,1,2,0,1,1,0,0,0,"<p>Immeuble avec ascenseur situé à 2 pas de Chailly avec ses commerces et les bus pour le centre-ville.<br>Appartement rafraîchi comprenant: une pièce principale, cuisine-laboratoire avec réchaud électrique et frigo, salle de bains/WC, balcon. Une cave. Bail à loyer de durée déterminée jusqu'au 30.06.2020 pour cause de travaux futurs de rehaussement de l'immeuble.</p>"
54,mars 2020										</span>,-1,3,2250,255,93,Avenue de Riant-Mont 23,1004,Lausanne,46.525549,6.6327019,0,0,0,0,0,0,0,0,0,0,"<p>Proximité : A 10 minutes à pied de l’arrêt de métro « Riponne – M. Béjart », transports-publics, commerces</p>"
55,avril 2020										</span>,-1,3,1215,155,43,Chemin du Levant 157,1005,Lausanne,46.5160132,6.6532248,0,0,0,0,0,2,0,0,0,0,<p>Balcon - Tranquillité - lave-vaisselle - balcon</p>
56,maintenant										</span>,1976,4,1430,240,70,,,-1,46.534157,6.621233,2,2,0,2,1,1,1,0,0,0,"<p>Faisant parti d'un joli complexe, cet appartement est très lumineux et se situe à proximité des commodités et est idéalement desservi en transports publics : Lignes 2 et 21.<br><br>Par ailleurs et de par son emplacement privilégié, il offre la proximité de l'axe autoroutier A9, notamment des sorties et entrées Lausanne-Vennes et Lausanne-Blécherette.<br><br>Cet objet – qui est proposé à la location pour une durée déterminée jusqu'au 31.12.2020 – se compose de la manière suivante.<br><br>- Hall d'entrée avec armoires murales<br>- Grand séjour<br>- 2 chambres à coucher<br>- Salle de bains<br>- WC séparés<br>- Cagibi<br>- Balcon exposé au sud avec vue lac<br>- Cave<br><br>En cas d'intérêt pour cet objet, merci de nous faire parvenir les documents suivants :<br><br>- Demande de location (www.wincasa.ch)<br>- Copie de la carte d'identité ou du permis de séjour<br>- Copie de l'extrait de l'Office des poursuites <br>- 3 dernières fiches de salaires</p>"
57,maintenant										</span>,-1,0,1460,190,54,Rue de Lausanne 45,1020,Renens,46.5356272,6.5886725,0,0,0,0,0,1,0,0,0,0,<p>balcon - Vue</p>
58,maintenant										</span>,-1,2,1300,140,108,Avenue de Morges 44,1004,Lausanne,46.5258385,6.6178653,1,0,1,2,1,1,1,0,0,0,"<p>Excellente situation centrale. Bus à la porte, magasins et écoles à proximité immédiate. Immeuble avec ascenseur.<br>Comprenant : hall, pièce principale, chambre à coucher, cuisine, salle de bains/WC, balcon et cave.</p>"
59,No info,-1,-1,2300,-1,113,,,-1,-1.0,-1.0,3,1,1,3,0,0,0,0,1,0,"<p>Bel appartement de 4.5 pièces à Lausanne avec vue panoramique dans les combles.<br><br>Il se compose comme suit :<br><br>Entrée avec armoires murales, séjour avec cheminée et magnifique vue, cuisine ouverte entièrement agencée avec coin à manger, 1 spacieuse chambre parentale avec salle-de-bains/WC attenants, 2 chambres à coucher, 1 salle-de-douche avec possibilité d'installer une machine à laver/sécher le linge et 1 WC visiteurs.<br><br>Situé à proximité immédiate des transports en communs.<br><br>Loyer net : Frs. 2'300.-<br><br> forfait charges : Frs. 250.-<br><br>/!\ L'immeuble ne dispose pas d’ascenceur.</p>"
60,maintenant										</span>,1952,0,1320,160,50,Avenue du Vieux-Moulin 10,1018,Lausanne,46.532842,6.6289,1,1,1,2,1,0,1,0,0,0,"<p>Cet immeuble est situé dans le quartier de la Pontaise avec ses nombreux commerces. Le bus est à la porte. Les accès autoroutiers sont faciles. Le centre d'exposition de Beaulieu est à 10 minutes à pied.<br>comprenant ; hall, séjour, chambre, cuisine, salle de bains/WC, cave.</p>"
61,avril 2020										</span>,-1,1,1400,150,59,,,-1,46.531803,6.611628,0,0,0,0,0,0,0,0,0,0,<p></p>
62,maintenant										</span>,-1,0,1850,195,53,Chemin du Couchant 23,1007,Lausanne,46.520261,6.608032,2,1,1,1,0,1,0,0,1,0,"<p>Très joli 3 pièces rénové avec belle terrasse à l'abri des regards:<br><br>Entrée, cuisine équipée et agencée ouverte sur séjour, 2 chambres à coucher, salle de bains<br><br>Disponible de suite.<br><br>Pour les visites, merci de contacter la gérance.<br><br>CHF 1'850.00 (loyer appartement) + CHF 195.00 (charges)</p>"
63,No info,1970,1,1530,240,64,Chemin du Furet 12,1018,Lausanne,46.5400146,6.6263718,2,1,1,2,1,2,1,0,0,0,"<p>Très agréable logement comprenant : hall d'entrée avec armoire murale, cuisine agencée habitable, salon/salle-à-manger, 2 chambres avec armoire murale, salle-de-bains/WC, grand balcon/terrasse. Une cave complète le bien.<br><br>Possibilité de louer une place de parc intérieure/extérieure. <br><br>BAIL FIXE DE DURÉE DÉTERMINÉE DE 5 ANS, AVEC POSSIBILITÉS DE RESILIATION UNILATÉRALE PAR LE LOCATAIRE.<br><br>Votre dossier d'inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br><br>- Demande d'inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d'identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail)<br><br>Seuls les dossiers complets et transmis correctement seront pris en considération.</p>"
64,maintenant										</span>,-1,0,1650,180,66,Route de Berne 10,1010,Lausanne,46.534696,6.6477072,0,0,0,0,0,0,0,0,0,0,<p></p>
65,maintenant										</span>,-1,2,3900,300,136,Avenue de Rumine 36,1005,Lausanne,46.5159906,6.6422399,0,0,0,0,0,0,0,0,0,0,<p></p>
66,No info,1959,1,890,-1,12,Rue de Genève 75,1004,Lausanne,46.5245158,6.6148389,0,0,0,0,0,0,0,0,0,0,<p></p>
67,mai 2020										</span>,1965,5,880,-1,24,Place du Vallon 18,1005,Lausanne,46.527591,6.640322,0,0,1,2,1,0,0,0,0,0,"<p>Idéal pour étudiant ou personne seule, ce joli studio meublé dispose de nombreux avantages. Proche du fameux quartier de la cité et de sa magnifique cathédrale et à deux pas du centre-ville et des commerce, il saura sans doute répondre à vos attentes.<br><br>Pour la qualité de votre logement :<br> - un hall d'entrée<br> - une pièce principale meublée<br> - une cuisine agencée fermée<br> - une salle de douche/WC<br><br>Possibilité de louer des places de parc extérieures à CHF 150.00/mois en sus.<br><br>Intéressé ? La visite vaut le détour.<br><br>Sauf erreur et omission. Photos et descriptif non contractuels.</p>"
68,No info,-1,2,1340,120,60,,,-1,46.541106,6.621904,0,0,0,0,0,0,0,0,0,0,"<p>L'immeuble bénéficie d'une situation calme au sein d'un quartier familial, tout en étant proche des commodités, des transports publics ainsi que des axes autoroutiers.<br><br>Cet appartement de 2 pièces d'environ 60 m2 au 2ème étage est composé comme suit :</p>"
69,juin 2020										</span>,1905,-1,1560,160,55,Rue des Echelettes 11,1004,Lausanne,46.52477,6.624437,1,2,1,1,1,0,0,0,0,0,"<p>Bel appartement récemment rénové et proche de toutes les commoditiés, comprenant:<br><br>- grand hall, <br>- cuisine agencée, <br>- séjour, <br>- chambre, <br>- salle-de-bain/WC.<br><br>Disponible de suite. <br><br>Une visite groupée est prévue le jeudi 14 mars 2019 de 17h30 à 18h30. Merci de vous rendre directement sur place et vous annoncer auprès de Monsieur Pierre Ludovic au rez-de-chaussée droite. <br><br>Votre dossier d'inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br><br>- Demande d'inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d'identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail)<br><br>Seuls les dossiers complets et transmis correctement seront pris en considération.</p>"
70,maintenant										</span>,1893,4,2950,245,118,Rue Saint-François 2,1003,Lausanne,46.5207279,6.6335916,1,1,1,1,0,0,0,0,0,0,"<p>Nous vous offrons un abonnement d'une année dans l'un des parking souterrain aux alentours de l'immeuble. <br><br>Nous vous proposons en location un splendide logement en duplex atypique dans un immeuble classé au centre-ville de Lausanne. Il comprend : <br><br>Au rez : <br>- Cuisine ouverte entièrement agencée<br>- Séjour, salle à manger<br>- WC-séparés<br>- Colonne de lavage encastrée<br><br>A l'étage : <br>- Deux chambres à coucher<br>- Salle de bain avec baignoire et douche<br> <br>Cet immeuble dispose d'un ascenseur ainsi que d'un accès handicapé.<br><br>La situation centrale de ce bien saura vous séduire, commerces et restaurants aux alentours.<br><br>Nous nous réjouissons de votre prise de contact !</p>"
71,No info,1970,2,1655,295,78,Chemin du Furet 12,1018,Lausanne,46.5400146,6.6263718,2,1,1,2,1,1,1,0,0,0,"<p>Très agréable logement comprenant : hall d'entrée avec armoires murales, cuisine agencée habitable, salon/salle-à-manger, 2 chambres, salle-de-bains, WC séparé, grand balcon. Une cave complète le bien.<br><br>Possibilité de louer une place de parc extérieure et intérieure.<br><br>BAIL FIXE DE DURÉE DÉTERMINÉE DE 5 ANS, AVEC POSSIBILITÉS DE RESILIATION UNILATÉRALE PAR LE LOCATAIRE.<br><br>Votre dossier d'inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br><br>- Demande d'inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d'identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail)<br><br>Seuls les dossiers complets et transmis correctement seront pris en considération.</p>"
72,maintenant										</span>,-1,0,1280,35,20,Chemin des Diablerets 2,1012,Lausanne,46.525152,6.645859,0,0,1,2,0,4,1,0,0,0,"<p>VISITES : contacter le locataire actuel<br><br>Studio meublé de 21.2 m2 au rez-de-chaussée disponible au 15.02.2020.<br><br>Immeuble de construction contemporaine récente, idéalement situé proche du CHUV et de toutes commodités.<br><br>Descriptif : 1 pièce, cuisine ouverte équipée avec réfrigérateur, four, 2 plaques vitrocéramique, hotte de ventilation, salle de douche / WC, 1 balcon. 1 cave. Buanderie commune. Terrasse et jardin.<br>Place de parc extérieure CHF 180.- / mois.<br><br>Aménagement : Lit avec tiroir de rangement et table de nuit, commode, fauteuil, chaise, table, rideaux, tables gigognes, téléviseur écran plat 32"", machine à café Nespresso, tableau, mobilier de balcon.<br><br>Loyer mensuel de CHF 1'280.- + 35.- de charges forfaitaire comprenant : l'électricité, l'abonnement au télé-réseau lausannois ainsi que l'utilisation du système de connexion internet avec code de sécurité individuel par studio.<br><br>Demandes de location : à adresser à Mme Tonda</p>"
73,mars 2020										</span>,-1,0,2800,180,112,Avenue Ruchonnet 15,1003,Lausanne,46.5182859,6.6259424,1,0,1,3,1,1,0,0,0,0,"<p>situé dans une rue commerçante, proche de la gare, du nouveau Musée cantonal des beaux-arts, des transports publics (bus et métro) et en face du Parking Montbenon,<br>hall, cuisine agencée, chambre, mezzanine, salle de douche-WC, WC séparé, terrasse. <br> Beaucoup de cachet, plafonds hauts, lumineux, matériaux de qualité.<br> <br> Possibilité de redistribuer l'espace intérieur.<br> <br> Place de parc à disposition.<br> <br></p>"
74,maintenant										</span>,1991,3,1330,220,55,Rue de Lausanne 73a,1020,Renens,46.5318127,6.5941391,1,1,1,1,1,1,0,0,0,0,"<p>Charmant appartement comprenant :<br><br>- Hall d'entrée <br>- Cuisine agencée<br>- Séjour avec balcon<br>- Chambre avec parquet<br>- Salle-de-bains<br><br>Places de parc intérieures disponibles (en sus)<br>Visite virtuelle : https://kuula.co/share/collection/7lqgs?fs=1&amp;vr=1&amp;zoom=1&amp;thumbs=1&amp;hideinst=1&amp;chromeless=1&amp;logo=-1<br><br>En cas d'intérêt, merci de nous faire parvenir les documents suivants :<br><br>- Demande de location (www.wincasa.ch)<br>- Copie de la pièce d'identité<br>- Copie de l'extrait de l'Office des poursuites (moins de 2 mois)<br>- Copie des 3 dernières fiches de salaires</p>"
75,maintenant										</span>,-1,4,2975,195,121,Chemin du Vieux-Collège 7,1008,Prilly,46.5347802,6.6087815,3,1,1,2,1,1,1,1,0,0,"<p>Immeuble neuf de qualité privilégiant grands espaces et luminosité. Belle situation, proche de toutes commodités. Accès transports publics à la porte. <br>Comprenant: hall d'entrée avec armoire murale, grand réduit, cuisine agencée ouverte sur spacieux séjour, 3 chambres (parquet en chêne), salle de bain (baignoire, WC, double vasque), salle d'eau (douche, WC), Grand balcon, une cave.</p>"
76,No info,-1,3,3200,-1,-1,,,-1,46.5387415,6.6120244,3,0,1,4,0,1,0,0,0,0,"<p>A louer dans les hauts de Lausanne, proche des commerces et des transports publics, magnifique appartement de 4,5 pièces avec une vue splendide sur le lac et les montagnes, comprenant ; une cuisine entièrement agencée avec ilot central ouvert sur un salon/salle à manger, 3 chambres , 1 salle de bains/wc, 1 salle de douche, 1 wc séparé, un grand balcon . Une place de parc intérieure complète ce bien.<br>Intéressés ? Merci de prendre de contact avec notre bureau</p>"
77,mars 2020										</span>,-1,4,1250,175,60,Chemin des Glycines 6,1024,Ecublens,46.5348328,6.5751929,1,1,1,0,0,2,1,0,1,0,"<p>A LOUER DES LE 01.03.2020 Bel appartement 2,5 pièces au 4ème étage d'un immeuble situé proche de la gare et des commerces comprenant : <br><br>- 1 Entrée avec armoires murales<br>- 1 Cuisine séparée<br>- 1 Séjour avec accès au balcon<br>- 1 Grande chambre à coucher<br>- 1 Salle de bain avec baignoire<br>- 1 Balcon<br>- 1 Cave<br>- 1 Buanderie commune<br>- 1 Place de parc extérieure à disposition à CHF 60.00 / Mois en sus<br><br>LOYER : 1'425.00 Acompte de charges compris<br>DISPONIBILITE : Dès le 01.03.2020 ou à convenir<br><br>Pour une visite du logement, vous pouvez contacter directement le locataire actuel afin de convenir d'un rendez-vous :<br><br>Monsieur<br>Gaudard Mikael <br><br>Nous sommes à votre disposition pour tout renseignement complémentaire que vous pourriez désirer.<br><br>BD Gérance SA<br>Rue de la Condémine 20<br>1630 Bulle</p>"
